# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
# POINTS2D[] as (X, Y, POINT3D_ID)
1 0.999986588955 0.000390916073 0.005096666981 0.000877555634 0.027700699866 -0.009711414576 0.347308844328 1 00000.png

2 0.999983668327 0.000341836101 0.005637064576 0.000885752088 0.027422852814 -0.010995524935 0.364289909601 1 00001.png

3 0.999980688095 0.000353373354 0.006134266034 0.000928648689 0.027396656573 -0.012095244601 0.380869060755 1 00002.png

4 0.999977231026 0.000361060956 0.006680382881 0.000888101698 0.027203857899 -0.013161163777 0.397297084332 1 00003.png

5 0.999972760677 0.000279441912 0.007322845049 0.000927903107 0.027135601267 -0.014156894758 0.413453251123 1 00004.png

6 0.999967396259 0.000223044772 0.008019075729 0.000920782797 0.026841633022 -0.015090966597 0.429181545973 1 00005.png

7 0.999962091446 0.000258497341 0.008650007658 0.000962187944 0.026343593374 -0.015502383001 0.444885611534 1 00006.png

8 0.999956846237 0.000227199780 0.009234098718 0.000993662048 0.026147127151 -0.016207145527 0.460456639528 1 00007.png

9 0.999951004982 0.000282685098 0.009843367152 0.001051060855 0.026101797819 -0.016522973776 0.475830733776 1 00008.png

10 0.999943375587 0.000307896698 0.010579417460 0.001119446475 0.025806866586 -0.016651026905 0.491136074066 1 00009.png

11 0.999935805798 0.000230555030 0.011268475093 0.001152497833 0.025430794805 -0.016710605472 0.506654918194 1 00010.png

12 0.999928116798 0.000203036368 0.011933486909 0.001147138653 0.025290826336 -0.016592977569 0.522077262402 1 00011.png

13 0.999920606613 0.000208470563 0.012543860823 0.001209140406 0.025440683588 -0.016398072243 0.537813901901 1 00012.png

14 0.999912500381 0.000222230679 0.013170448132 0.001229937887 0.025526128709 -0.016233256087 0.553584158421 1 00013.png

15 0.999903857708 0.000240094349 0.013808549382 0.001234582276 0.025728724897 -0.016401587054 0.569808781147 1 00014.png

16 0.999893844128 0.000318392325 0.014513297938 0.001264590537 0.025869870558 -0.016144268215 0.586129248142 1 00015.png

17 0.999883174896 0.000356343604 0.015230779536 0.001266149455 0.026117421687 -0.016130508855 0.602875709534 1 00016.png

18 0.999872207642 0.000371694681 0.015928911045 0.001312411507 0.026826605201 -0.016314258799 0.619877696037 1 00017.png

19 0.999857902527 0.000376779790 0.016801992431 0.001343256794 0.027155864984 -0.016513796523 0.637414693832 1 00018.png

20 0.999844372272 0.000378857949 0.017576141283 0.001477880869 0.027538385242 -0.016649946570 0.655121326447 1 00019.png

21 0.999832153320 0.000372659037 0.018255256116 0.001539670979 0.027848290280 -0.016865845770 0.672890365124 1 00020.png

22 0.999821603298 0.000265165087 0.018821932375 0.001545570092 0.028415378183 -0.017293917015 0.691099822521 1 00021.png

23 0.999811351299 0.000199643880 0.019356377423 0.001569320448 0.029378218576 -0.017519496381 0.709502875805 1 00022.png

24 0.999801576138 0.000148167659 0.019852541387 0.001623901539 0.030367696658 -0.018064187840 0.728050112724 1 00023.png

25 0.999790012836 0.000259544293 0.020421411842 0.001661386108 0.031358111650 -0.018603805453 0.746657371521 1 00024.png

26 0.999775826931 0.000334143842 0.021103883162 0.001670292229 0.031823758036 -0.019609989598 0.764795243740 1 00025.png

27 0.999760627747 0.000412390946 0.021808912978 0.001700484776 0.032547745854 -0.020814292133 0.782766401768 1 00026.png

28 0.999744057655 0.000441681797 0.022554133087 0.001720583648 0.032893754542 -0.021758196875 0.800594508648 1 00027.png

29 0.999730646610 0.000356748875 0.023136470467 0.001791979419 0.033962573856 -0.022657835856 0.817841172218 1 00028.png

30 0.999715030193 0.000207619669 0.023797554895 0.001869270229 0.034486513585 -0.023322110996 0.835140109062 1 00029.png

31 0.999701380730 0.000143514626 0.024363888428 0.001900952193 0.035378728062 -0.024474471807 0.852953672409 1 00030.png

32 0.999685704708 0.000348749600 0.024993548170 0.001920633018 0.035467348993 -0.024732818827 0.870624423027 1 00031.png

33 0.999674439430 0.000378764526 0.025435425341 0.001964212628 0.035813838243 -0.024985009804 0.888201236725 1 00032.png

34 0.999664962292 0.000294417870 0.025807350874 0.001964991912 0.036384563893 -0.025403577834 0.906131982803 1 00033.png

35 0.999654054642 0.000267874741 0.026228439063 0.001958500128 0.037041947246 -0.025585355237 0.924546778202 1 00034.png

36 0.999641954899 0.000411912246 0.026678401977 0.002037296072 0.037356771529 -0.024854894727 0.943045973778 1 00035.png

37 0.999630033970 0.000369596470 0.027122331783 0.002015301259 0.038079462945 -0.024811826646 0.961914241314 1 00036.png

38 0.999613225460 0.000355725846 0.027730202302 0.002058532555 0.038486115634 -0.024280728772 0.981005251408 1 00037.png

39 0.999596774578 0.000332611089 0.028316443786 0.002074441873 0.038730047643 -0.023871660233 1.000513672829 1 00038.png

40 0.999580025673 0.000260048459 0.028900507838 0.002114834962 0.038820631802 -0.023799654096 1.020247936249 1 00039.png

41 0.999564170837 0.000337797741 0.029443545267 0.002127832267 0.038832783699 -0.023384988308 1.040301799774 1 00040.png

42 0.999549388885 0.000374471274 0.029933640733 0.002216750989 0.039070963860 -0.023115966469 1.060430645943 1 00041.png

43 0.999533176422 0.000330198614 0.030469434336 0.002211033599 0.039636850357 -0.023293906823 1.080844283104 1 00042.png

44 0.999513030052 0.000329069240 0.031117819250 0.002277716296 0.039715908468 -0.023274682462 1.101479887962 1 00043.png

45 0.999494194984 0.000311780750 0.031712628901 0.002378205070 0.039726987481 -0.023574430496 1.121875286102 1 00044.png

46 0.999478757381 0.000308073562 0.032185379416 0.002485192614 0.039949249476 -0.024220140651 1.142025351524 1 00045.png

47 0.999467074871 0.000377329328 0.032545335591 0.002481738105 0.040619023144 -0.024963708594 1.161742091179 1 00046.png

48 0.999445259571 0.000326938141 0.033219873905 0.002363540698 0.040832895786 -0.026538245380 1.181159257889 1 00047.png

49 0.999420046806 0.000432825764 0.033971492201 0.002303601941 0.041595872492 -0.027377678081 1.199795842171 1 00048.png

50 0.999387502670 0.000455818663 0.034915115684 0.002312969649 0.041906759143 -0.029062816873 1.218111276627 1 00049.png

51 0.999360382557 0.000512924278 0.035675086081 0.002417206299 0.042256560177 -0.030669678003 1.235973954201 1 00050.png

52 0.999337732792 0.000534786144 0.036300413311 0.002487296471 0.042625032365 -0.032196134329 1.253538489342 1 00051.png

